Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
EVH,,69.17,,8.5,,57.2,,,17.5,81.18,,,73.73,1.86,0.21,0.16,32.09,1.08,,11.17,61.64,9.64,0.6,,,,,57.69,25.2,20.19,19.88,1.47,1.62,,0.43,6.41,4.04,,24.09,,,19.45,46.39,18.57,,,,,,3.49,,104.19,,1.59,,,,,23.92,,,,,20.52,196.98,,5.23,,1.08,,,,,,,,,,,,1,2967005566.0,Miscellaneous Commercial Services,Commercial Services
EVO,,29.2,,12.6,,,,,10.7,28.62,,,28.04,0.47,0.86,0.65,3.08,1.83,18.14,57.66,62.13,,0.47,,,,,,,,44.92,1.44,1.5,,0.51,,,,185.71,25.23,,15.06,11.28,15.98,,,,,,0.97,,,,1.23,,,,,,,0.18,,,,,,2.68,1.36,1.73,,,,,,,,,61.8,,,7,4270653341.1357794,Pharmaceuticals: Major,Health Technology
EVRG,,56.46,,3,6.6,5.2,4.5,,3.4,45.42,6.19,10.41,51.9,0.73,0.01,,58.38,0.59,99.72,55.28,0.54,5.74,1.45,,0.71,4.39,21.17,11.2,,18.54,10.55,4.75,4.87,4.72,0.31,,,4.39,15.24,3.05,6.55,2.77,59.8,49.95,2.26,,13.12,,21.85,1.38,18.19,16.26,2.39,2.38,,,,,,1.15,0.87,,,7.08,40.41,,2.14,1.82,0.35,2.39,5.43,4.76,7.65,,3.8,,,17.8,,,10,12436075002.0,Electric Utilities,Utilities
EVRI,,79.52,1.1,,,29,,,25,82.65,,,81.63,1.02,0.28,0.24,12.98,1.05,180.85,72.29,48.48,3.57,3.95,,,,14.37,6.81,22.03,,5.48,2.27,2.37,6.96,0.12,10.78,7.59,,18.84,19.59,,2.42,18.7,80.39,1.67,,5.42,,16.53,4.49,27.62,17.31,2.66,1.48,,,,,13.88,,1.57,,,4.41,13.02,1.66,0.87,,0.95,2.13,82,10.35,17.78,,6.08,,5.89,,,,6,1313735233.0,Casinos/Gaming,Consumer Services
EVTC,,45.12,3.2,24.7,,2.1,10.9,0.9,14.7,41.96,1,,43.91,2.11,0.89,0.27,32.74,1.82,,56.86,57.39,3.89,2.02,,0.07,0.61,21.99,11.21,21.76,,,,3.58,4.55,0.26,16.45,6.16,0.61,10.96,16.24,8.38,11.47,48.77,51.62,2.3,,8.84,,17.51,4.37,31.18,11.02,1.17,2.75,,0.8,0.94,,16.65,,0.67,,,9.13,17.53,1.11,0.87,,1.82,4.16,141.66,9.2,13.08,,11.06,,,18.82,,,10,2437866598.0,Regional Banks,Finance
EW,15.82,47.56,1.3,14.7,,20.6,11,0.3,12.4,77.98,,0.42,57.83,12.64,1.64,2.87,71.3,3.71,286.7,52.08,47.03,0.41,0.09,,,,26.41,24.05,74.17,25.06,20.44,6.31,6.82,3.79,0.74,9.2,1.28,,26.51,16.88,7.27,6.2,97.99,77.03,,,24.55,,27.72,5.77,29.34,27.53,1.56,7.21,,0.83,5.33,,78.61,2.99,0.78,,23.15,50,104.26,1.86,2.33,7.31,2.87,15.48,53.1,18.6,21.51,,21.18,,1.83,40.28,,,10,44499472827.0,Medical Specialties,Health Technology
EWCZ,,37.97,,,,35,,,9.5,51.63,,,41.6,0.76,1.93,0.15,6.37,3.49,132.47,36.91,14.14,5.42,4.49,,,,12.63,9.03,10.73,,,,2.84,7.92,0.12,26.43,19.11,,17.02,,56.42,8.18,17.76,72.82,1.97,,5.61,,22.7,3.64,24.92,25.02,,1.42,,,,,5.4,,,,,5.36,,,,,2.72,1.69,207.33,7.07,13.81,,5.42,,,,,,3,1134189161.0,Other Consumer Services,Consumer Services
EXAS,,67.22,,7.3,,,29.7,,12,72.65,,,69.72,1.6,1.42,0.34,59.06,2.17,67.45,35.54,30.35,47.21,0.87,,,,,219.51,,,206.59,4.54,4.92,,0.48,,,,,,,13.2,75.72,73.19,,,,,,3.42,,,,4.14,,,,,,,0.25,,,91.38,,,1476.5,,1.98,,,,,,,,,,,,,13853417481.0,Medical Specialties,Health Technology
EXEL,5.21,67.11,1,7.4,,17.7,22.9,,22.4,55.18,,9.13,64.74,8.55,2.9,5.06,25.78,4.27,103.51,129.51,49.13,0.46,0.09,,,,16.65,15.62,40.33,11.48,10.98,3.3,3.33,6.01,0.76,8.26,2.26,,22.92,,41.47,7.95,26.09,96.06,,,17.38,,20,3.47,22.17,19.2,,3.96,,,,,46.54,1.75,0.52,21.13,8.92,24.9,65.42,,1.23,3.58,4.21,11.95,86.04,15.73,15.37,,17.59,,11.5,45.23,,,7,6943884376.0,Pharmaceuticals: Major,Health Technology
EXLS,21.26,61.99,0.5,7.9,,17.4,33.4,0.4,20.5,66.39,,13.09,62.84,8.42,0.96,0.67,35.69,2.45,,1.18,59.69,1.27,0.49,,,,23.42,18.07,39.09,,,3.24,3.44,4.27,0.57,8.81,2.62,,22.15,21.34,24.58,11.81,40.52,37.2,15.65,,10.45,,13.89,6.79,33.36,25.86,1.2,3.47,,1.01,1.89,,39.29,4.06,1.29,,111.53,29.5,59.38,1.36,2.23,14.33,2.45,12.5,87.37,22.02,21.1,,16.8,,3.04,57.56,,,10,4820854340.0,Data Processing Services,Technology Services
EXP,31.82,58.37,6.9,6.1,115.4,17.4,24.7,,18.4,68.53,1.75,,60.84,5.31,0.16,0.04,254.54,2.45,78.25,29.03,37.62,1.36,0.83,,0.07,0.39,14.31,11.69,22.03,,10.57,3.95,4.26,6.99,0.44,19.35,5.13,0.39,16.32,24.36,11.66,5.34,198.72,30.72,15.14,,21.65,,27.9,6.36,17.98,17.98,0.82,3.92,,0.63,0.59,,20.16,2.81,1.18,,,15.88,18.05,0.77,1.25,9.92,1.17,16.67,32.9,25,37.52,,18.33,,5.07,34.03,,,10,6163392835.999999,Construction Materials,Non-Energy Minerals
EXPD,7.38,53.91,5.3,1.9,9.9,6.9,7.2,23.8,3.4,68.4,1.83,1.71,58.34,7.59,0.59,2.3,123.0,1.71,,41.51,62.73,0.58,0.25,,0.3,1.17,18.61,17.3,23.79,17.84,17.03,1.69,1.81,5.37,0.46,7.63,4,1.2,24.6,19.24,3.79,2.68,85.15,12.72,485.32,,7.4,,9.37,7.95,26.39,26.39,1.56,1.95,,1.01,0.87,,25.63,3.06,1.24,,15.95,24.35,28.86,1.87,1.17,7.98,1.71,14.7,67.46,31.73,28.57,,36.49,,6.08,24.4,,,10,17516941297.0,Air Freight/Couriers,Transportation
EXPE,23.82,56.82,1.5,2.1,,,,,32.5,61.96,,,59.12,0.88,0.35,0.96,133.12,0.76,,778.5,89.82,3.24,7.37,,,,14.75,8.7,8.78,10.11,6.3,1.3,1.33,6.78,0.03,15.12,11.58,,11.4,5.81,24.35,7.51,148.04,88.9,6.45,,6.09,,11.97,19.58,23.77,12.68,,1.43,,,,,8.43,,0.73,,,6.28,15.12,,1.34,,0.76,3.35,44.31,12.59,59.9,,4.93,,12.94,172.88,,,9,15835998534.0,Other Consumer Services,Consumer Services
EXPI,,51.36,,16.9,,,,20.7,33,62.77,1.59,24.91,52.9,14.58,0.46,15485,12.47,1.42,,0.82,9.44,,,,,1.59,,172.36,10.12,,,,0.41,,0.48,4.06,9.4,1.59,1247,,,5.75,14.95,7.45,,,,,,8.72,,,,0.44,,,,,10.79,,0.27,,19.48,10.4,,,0.8,9.82,1.42,,,,,,,,10.06,623.5,,,4,2672434283.0000005,Real Estate Development,Finance
EXPO,17.43,53.7,0.8,0.3,11,11.3,7.2,5.3,11.5,49.12,2.05,38.65,51.47,13.09,1.54,2.7,103.69,2.97,,,83.07,0.59,0.19,,0.53,1.04,43.38,40.15,35.68,41.12,35.76,9.98,9.51,2.31,0.55,26.66,2.75,1.08,50.65,12,8.3,2.62,102.99,,,,19.35,,21.93,13.38,50.58,50.58,5.56,9.83,,2.35,2.11,,37.02,5.54,1.23,,69.59,35.1,45.25,5.04,3.4,13.68,2.97,16.42,92.14,23.47,28.58,,23.98,,0.79,62.46,,,10,4669966629.0,Engineering & Construction,Industrial Services
EXR,31.04,65.46,,52,21.6,14.4,12.8,11.6,13.1,83.13,6.52,17.24,70.69,1.98,0.05,0.01,173.7,1.06,,144.03,15.44,5.39,0.83,,1.23,3.16,33.34,22,27.15,28.5,20.34,16.6,15.17,3,0.51,55.89,4.79,3.76,39.81,17.71,,8.34,171.93,72.75,2.48,,25.46,,44.21,2.6,44.88,39.1,3.01,11.48,,1.75,0.91,22.83,20.61,2.17,1.01,,,20.39,22.87,2.9,1.41,2.72,1.06,3.27,523.5,6.11,6.62,,5.59,,,38.34,,,10,27056068653.0,Real Estate Investment Trusts,Finance
EXTR,,64.54,,,,,90.9,,3,73.41,,11.11,67.71,0.71,0.3,0.65,14.88,0.9,100.37,60.1,39.83,,9.48,,,,,,54.51,17.76,13.99,1.84,1.82,,0.02,3.34,1.93,,20.05,,,,13.95,56.47,,,,,,78.32,,46.5,,1.74,,,,,55.71,,1.63,,,36.63,,,2.01,,0.63,,,,,,,,4.88,,,,3,3102674223.0,Computer Peripherals,Electronic Technology
EYE,,36.19,1.2,,,,,,9.5,32.83,,,34.25,1.24,0.27,0.19,10.25,0.55,44.27,23.68,10.82,26.51,1.1,,,,,45.18,43.87,100.9,14.2,0.86,0.78,,0.39,1.77,4.47,,18.86,,12.45,,30.97,53.7,1.47,,,,1.09,0.95,,17.66,,0.41,,,,,23.15,,,,,6.09,,,0.6,,0.41,,,,,,1.06,,7.32,,,,8,1291948341.0,Specialty Stores,Retail Trade
F,18.96,46.15,1,12.8,58.7,13.2,77.4,,10.9,74.14,4.77,16.5,53.95,1.06,0.33,0.23,10.92,1.17,38.51,59.15,123.17,13.69,3.51,,0.37,5.47,33.35,14.46,30.61,15.76,12.09,0.91,0.9,3,0.16,2.92,12.15,5.47,5.73,26.13,,,14.72,8.04,3.14,,2.13,,2.21,1,11.38,6.7,,0.24,,,,,8.37,0.54,0.78,,,3.16,9.17,1.08,0.38,1,1,1.41,5.26,2.85,8.83,,1.9,,,8.27,,,8,50468063583.0,Motor Vehicles,Consumer Durables
FA,24.82,75.09,0.6,5.1,,,26,,,92.06,,,81.98,3.04,2.72,0.48,18.53,4.31,,49.34,67.45,3.03,0.62,,,,48.82,16.11,22.67,8.39,10.37,3.35,3.98,2.05,0.56,17.58,4.94,,19.88,10.92,9.39,6.51,15.3,49.5,1.97,,3.24,,8.16,2.95,115.81,19.51,,3.56,,,,,20.19,,,,,16.66,21.24,,1.69,,4.31,1.47,41.14,3.91,2.61,,3.72,,0.33,17.16,,,9,2058775455.0,Miscellaneous Commercial Services,Commercial Services
FANG,38.02,42.24,,18.7,74.6,,88.5,142.8,37.9,35.25,153.91,15.82,39.79,2.23,3.23,0.58,191.73,3.66,5.44,25.23,33.71,1.77,0.69,,0.48,5.63,8.01,5.8,18.88,7,4.99,3.75,4.22,12.48,0.49,22.36,6.07,5.63,10.18,,3.22,25.83,171.82,55.02,28.77,,37.51,,52.1,1.96,9.91,9.96,,3.66,,,,,16.38,0.93,0.8,,,5.81,13.17,,1.41,1.96,3.64,11.6,18.62,17.55,21,,13.91,,1.73,48.91,,,7,27850968979.0,Oil & Gas Production,Energy Minerals
FAST,20.11,56.46,0.1,7.1,11.9,9.6,10.7,10.7,9.3,69.28,4.05,,59.79,25.54,0.36,0.5,67.51,4.39,137.25,24.73,57.57,0.3,0.15,,0.74,2.24,25.79,23.14,34.29,25.2,22.38,5.19,5.3,3.88,0.76,15.45,2.96,2.3,32.98,11.36,6.31,6.01,63.29,45.47,194.56,,15.54,,20.46,11.05,33.59,33.59,3.73,5.2,,1.81,1.26,,33.84,4.06,1.36,,18.96,28.95,32.45,3.66,3.08,11.05,2.29,25.3,41.96,39.37,33.65,,30.27,,2.76,41.42,,,10,31549009389.0,Wholesale Distributors,Distribution Services
FBIN,8.5,62.2,3.1,,,5.7,,9.1,11.9,76.76,1.5,,65.94,3.1,0.23,0.12,78.53,1.34,131.59,74.22,45.03,3.37,1.3,,0.24,1.21,17.94,13.87,25.26,15.47,12.68,2.61,2.62,5.57,0.35,10.37,5.08,1.22,18.33,9.16,11.54,4.5,76.0,43.24,5.91,,9.39,,15.38,4.21,22.25,19.68,3.34,2.09,,,,,20.31,,1.24,,,13.51,21.85,,1.4,,0.71,6.68,40.45,12.96,19.83,,10.29,,4.43,20.14,,,10,8120993652.0,Building Products,Producer Manufacturing
FBRT,4.7,51.01,,,,12.8,14.7,,18.6,66.75,11.04,8.39,54.61,1.2,0.26,0.02,12.88,15.67,,13.63,,38.73,2.99,,1.59,11.04,52.57,49.12,43.06,,,,10.49,1.9,0.24,24.37,12.68,11.04,8.02,26.5,,,16.36,34.78,,,17.39,,19.96,0.85,15.73,14.46,1.11,1.93,,,,13.44,7.91,0.75,,,1.78,7.91,,1.42,0.41,0.88,15.67,1.59,,1.94,6.14,,1.97,,13.08,,,,9,1167390855.0,Real Estate Investment Trusts,Finance
FCFS,21.76,60.36,,12.3,8,56.5,26.3,20.6,20.7,53.47,1.79,,60.24,3.11,0.36,0.06,116.43,4.03,64.59,5.66,7.72,2.07,1.01,,0.21,1.21,17.02,7.4,19.56,14.6,11.5,2.1,2.16,5.88,0.46,11.03,6.99,1.3,17.71,25.33,17.58,6.37,122.67,48.33,4.19,,7.17,,12.9,2.64,22.33,17.87,0.62,1.61,,1.19,0.67,,14.54,,0.9,,,12.05,46.76,0.71,0.96,,3.04,5.65,32.7,10.8,12.06,,8.08,,,29.36,,,10,4324946302.0,Finance/Rental/Leasing,Finance
FCN,25.95,56.7,,11.2,,10.4,8.8,,13.9,67.9,,4.02,59.93,6.78,0.32,0.83,223.53,2.2,,3.2,75.96,0.58,0.13,,,,19.05,17.14,25.79,,,,2.2,5.25,0.64,8.52,3.92,,26.21,9.63,11.14,6.45,215.77,32.99,31.76,,8.9,,11.52,3.73,24.32,24.32,2.83,2.15,,0.77,1.72,,25.43,3.1,1.31,,22.24,22.87,34.44,3.35,1.8,8.92,2.2,9.92,80.12,16.42,16.7,,11.72,,2.46,40.57,,,10,6284540865.0,Miscellaneous Commercial Services,Commercial Services
FCPT,9.35,56.04,,7.4,3.4,4.1,,13.4,5.8,53.92,6.25,13.82,53.68,1.49,0.3,0.02,26.95,0.39,7.76,6.68,3.71,5.81,0.92,,1.29,5.06,24.89,18.24,24.88,20,14.73,16.03,13.9,4.02,0.51,55.84,5.88,5.08,24.84,9.89,2.21,6.48,27.56,84.5,2.95,,37.01,,55.29,1.97,25.19,25.33,9.05,9.36,,,,16.37,16.73,1.56,,,,16.73,,,1.12,2.17,0.39,3.99,3742.68,6.17,7.74,,5.99,,,19.39,,,10,2196221661.0,Real Estate Investment Trusts,Finance
FCX,18.31,48.83,0.5,18.6,128.9,30.4,90.1,,17.7,64.57,7.42,18.98,54.93,2.51,0.86,0.56,43.3,2.4,131.08,75.41,15.67,0.99,0.54,,0.42,1.39,9.24,7.08,44.87,8.62,6.71,2.62,2.72,10.82,0.32,6.07,2.41,1.39,25.13,22.7,19.38,7.81,44.94,31.68,18.64,,7.83,,27.95,3.58,32.8,30.07,1.48,2.54,,,,,41.75,2.19,1.85,,,9.72,64.33,1.2,1.92,3.58,1.34,3.66,18.87,15.41,11.53,,10.34,,2.43,,,,6,57875868453.0,Other Metals/Minerals,Non-Energy Minerals
FDP,,70.26,,3,35.7,,34.4,57.4,0.7,67.32,8.04,,70.17,2.94,0.07,0.08,28.02,2.08,53.59,40.96,36.21,4.76,0.24,,0.45,3.41,105.72,18.02,13.56,,,,0.41,0.95,0.63,3.04,9.63,3.59,14.41,2.03,,,26.04,7.8,6.98,,,,3.28,0.69,,14.01,7.37,0.31,,,,,10.42,0.74,0.9,,,7.15,,,0.58,0.88,1.07,,0.84,0.62,,,27.97,,11.47,14.98,,,8,1224658767.0,Agricultural Commodities/Milling,Process Industries
FDS,,51.43,,21.8,7.9,13.3,10.5,10.7,11.5,66.35,1.49,,55.38,6.19,0.78,0.32,407.99,1.28,,46.55,41.35,1.93,0.87,,0.25,0.97,23.72,19.72,26.52,21.34,18.54,7.27,7.72,4.22,0.47,29.12,4.08,1.01,23.36,15.08,9.09,5.58,487.39,53.26,10.69,,23.56,,32.87,8.22,30.77,26.09,2.25,7.24,,1.21,1.35,,24.9,,0.99,,,22.75,30.23,2.2,1.91,,1.28,12.86,316.05,20.28,29.53,,16.43,,4,37.88,,,10,16313998178.999998,Data Processing Services,Technology Services
FDX,18.71,55.05,3,7.7,24.7,1,,,3.7,77.6,3.68,25.91,59.66,2.65,0.49,0.17,294.28,1.36,3.31,19.77,42.5,3.47,1.37,,0.28,1.76,15.59,9.44,32.73,15.07,9.16,1.14,1.17,6.41,0.32,3.58,4.35,1.88,14.09,23.25,14.19,4.02,246.49,21.61,18.72,,4.94,,8.01,2.61,17.08,16.54,0.88,0.84,,0.82,1.88,,23.5,1.58,0.96,,,8.9,208.08,0.74,1.61,3.4,1.32,4.97,11.09,8.95,16.24,,7.23,,4.75,22.64,,,10,63903760666.00001,Air Freight/Couriers,Transportation
FE,10.37,77.29,,10.9,0.4,3.3,2.8,,4.1,88.72,4.18,6.7,81.36,0.74,0.01,,43.2,0.51,40.81,108.41,21.23,6.18,1.92,,1,3.86,20.63,12.57,529.99,18.68,12.12,3.59,3.69,4.85,0.24,0.7,0.37,3.92,16.01,,14.57,4.53,42.37,65.9,1.85,,6.61,,14.85,1.99,28.61,26.36,,1.88,,,,,263.43,2.06,1.15,,,9.31,,,4.01,3.63,0.43,1.78,6.17,5.4,7.75,,3.06,,,,,,8,21162804831.0,Electric Utilities,Utilities
FELE,10.75,53.15,0.1,12.6,13.2,22.8,25.2,13.1,18.1,64.03,1.79,6.02,55.56,7.79,0.17,0.3,100.37,2.65,150.06,47.27,48.39,0.64,0.16,,0.22,0.97,19.18,15.75,17.75,,,2.29,2.35,5.21,0.69,13.25,5.84,0.99,23.93,21.95,,3.62,95.54,35.21,32.56,,9.35,,12.74,3.75,24.99,23.71,1.49,2.35,,1.29,0.51,,17.59,2.71,1.19,,12.88,15.28,20.09,1.27,1.46,6.94,1.14,10.69,29,17.4,15.76,,13.83,,5.02,34.56,,,10,4266635092.0,Industrial Machinery,Producer Manufacturing
FERG,35.84,56.75,3.2,8.3,42.1,25.4,25,25.6,17.7,70.23,3.6,1.64,60.42,5.72,0.12,0.13,209.09,1.68,71.73,60.02,42.53,1.77,0.94,,0.32,1.51,18.01,16.01,22.58,16.15,14.37,1.47,1.59,5.55,0.34,7.06,4.96,1.53,19.75,,6.63,4.35,167.2,30.46,14.56,,6.33,,8.88,7.66,22.85,22.06,1.06,1.43,,1.07,0.79,,20.51,4.13,,,,17.64,20.82,1.02,3.31,17.4,0.94,11.69,39.06,24.43,35.84,,16.87,,2.58,38.58,,,10,31326669090.000004,Wholesale Distributors,Distribution Services
FFIV,12.35,66.31,1,9,,10.1,31.8,0.5,6.8,79.51,,,69.72,4.72,0.64,3.59,195.73,1.36,35.01,39.5,58.26,0.34,0.09,,,,16.9,14.38,15.73,13.48,12.49,3.76,3.94,5.92,0.56,25.07,6.1,,13.85,10.33,9.44,2.71,172.68,80.01,,,19.94,,23.34,3.79,21.02,14.83,,4.22,,,,,16.7,3.61,1.01,,,15.83,25.7,2.68,1.36,19.79,1.31,10.44,180.94,16.99,19.41,,11.68,,5.01,26.63,,,10,9398288955.0,Packaged Software,Technology Services
FHI,3.88,52.71,5.1,5.1,0.9,2.7,0.4,,8.5,63.53,3.61,,55.18,4.5,2.03,1.01,33.94,2.75,,62.82,16.88,1.12,0.44,,0.34,3.49,7.36,6.94,8.5,6.73,6.3,1.72,1.75,13.59,0.53,20.54,11.67,3.68,11.1,14.81,11.78,3.87,44.11,66.49,33.62,,15.9,,26.56,2.76,11.66,10.04,1.7,1.71,,0.59,0.68,,8.5,,0.73,,,8.22,10.27,1.98,0.68,,2.75,12.37,302.73,20.91,22.91,,19.57,,11.38,11.31,,,10,3077084711.9999995,Investment Managers,Finance
FI,33.01,67.97,3.9,1.3,,20.4,108.1,8.9,12.6,83.91,,5.68,72.78,1.66,0.02,0.02,168.79,1.06,,22.35,65.79,2.99,0.91,,,,22.22,14.21,31.68,19.06,13.87,6.25,6.16,4.5,0.3,19.46,3.96,,19.29,22.87,16.34,6,140.27,60.96,4.8,,17.45,,27.24,3.46,29.2,20.69,1.11,5.09,,1.13,1.16,,26.27,,1.09,,,18.99,26.4,0.99,1.55,,1.06,3.93,131.19,9.53,11.79,,5.17,,3.44,53.75,,,10,73793881652.0,Regional Banks,Finance
FICO,93.5,63.16,5.2,,,33.5,22,16.9,11.3,57.84,,26.7,61.73,15.79,0.46,0.07,1737.16,1.87,,20.46,90.34,2.97,,,,,63.07,61.94,81.56,46.86,45.91,23,27.18,1.59,,33.33,1.29,,59.17,20.91,27.4,13.27,841.47,79.35,6.92,,28.94,,42.47,,91.33,86.77,2.77,26.42,,2.52,2.3,,79.29,,3.23,,,76.56,106.7,3.47,8.95,,1.87,29.3,350.39,56.38,,,38.5,,1.27,171.15,,,10,22157721143.0,Packaged Software,Technology Services
FINV,,54.99,1.9,16.8,17,,5,,16.3,38.69,4.23,,49.99,3,1.97,224.15,5.59,3.81,,,63.72,0.02,,,0.18,4.23,0.9,0.9,0.71,,,0.1,0.16,111.11,0.64,21.38,21.8,4.23,4.19,13.02,13.43,7.57,5.63,82.42,,,16.93,,17.59,0.76,5.13,4.91,0.86,0.89,,,,,5.07,0.41,,50.82,1.35,5.07,11.44,,0.33,0.76,3.81,9.97,93.72,12.8,15.95,,17.36,,4.31,,,,8,1416023227.0,Finance/Rental/Leasing,Finance
FIS,36.47,60.86,2,,14.1,,36.8,1,,67.46,3.66,17.5,63.77,1.05,0.45,0.19,78.7,1.35,,60.35,74.88,2.78,0.66,,0.41,2.24,37.38,12.93,16.43,19.87,12.88,5.16,5.26,2.68,0.49,31.98,7.42,2.03,15.84,5.58,73.98,4.09,80.51,38.24,3.15,,7.73,,16.83,2.54,58.3,18.13,,4.55,,,,,14.47,,1.12,,,10.68,38.48,,1.16,,1.35,1.66,127,4.03,4.1,,2.86,,19.87,,,,8,33711288715.000008,Packaged Software,Technology Services
FIVE,,54.68,0.4,22.1,,32.4,35,,22.3,86.13,,,69.54,3.02,0.5,0.2,80.49,1.55,95.24,40.86,,3.55,1.16,,,,15.58,11.41,93.91,17.37,12.16,1.57,1.62,6.42,0.4,1.73,1.42,,16.85,21.46,,10.68,223.6,35.74,,,8.1,,10.41,2.8,15.12,15.04,0.75,1.18,,0.44,5.61,,67.08,1.37,0.37,,,9.71,22.58,0.65,1.97,2.8,0.7,8.02,13.44,12.71,20.01,,9.91,,,24.45,,,10,8854031673.0,Discount Stores,Retail Trade
FIVN,,38.09,,20.5,,,,28.6,23.1,43.69,,,38.61,1.68,1.8,0.92,33.17,2.15,,20.99,32.98,45.05,2.3,,,,,98.97,33.93,48.79,23.92,2.61,2.74,,0.28,8.08,3.16,,15.17,,16.95,17.8,87.71,52.85,,,,,,4.71,,51.81,,2.57,,,,,31.55,4.64,0.35,,,19.67,,,2.59,9.34,2.15,,,,,,,,,,,,,4710409275.0,Packaged Software,Technology Services
FIX,77.96,60.77,0.5,23,26,23.6,31.3,28.6,23.1,74.7,0.77,28.23,65.75,5,0.09,0.67,336.99,1,4.44,36.1,84.37,0.46,0.2,,0.08,0.33,23.14,19.01,19.88,18.83,15.4,1.8,2.03,4.32,0.35,10.22,5.18,0.36,24.37,22.49,23.66,13.8,214.96,20.03,135.76,,7.02,,9.42,8.11,28.29,26.61,1.38,2.02,,0.77,0.56,,19.42,10.61,2.33,,,16.63,20.15,1.13,2.27,95.19,0.97,12.22,131.14,32.68,33.1,,15.74,,1.31,72.47,,,10,6713264024.000001,Engineering & Construction,Industrial Services
FIZZ,,38.03,,16.2,,,0.5,,3.6,36.58,,,35.18,16.32,2.37,5.97,45.18,3.89,43.29,38.64,31.69,0.22,0.1,,,,18.35,16.43,23.92,16.8,15.41,3.28,3.36,5.45,0.73,14.06,3.97,,22.59,7.57,4.79,2.4,49.94,35.95,,,14.83,,18.34,7.55,23.9,23.9,7.97,3.54,,1,1.13,,25.23,2.87,0.96,36.44,12.98,21.39,26.16,,2.39,7.76,3.28,26.16,78.36,41.03,37.9,,53.99,,,27.71,,,10,4354037446.000001,Beverages: Non-Alcoholic,Consumer Non-Durables
FL,10.99,70,3.1,4.7,19.7,,,,6.5,74.29,2.32,,72.75,2.07,0.2,0.1,32.96,1.68,106.99,30.56,7.2,,1.01,,0.85,2.38,,,716.36,23.93,12.75,0.71,0.71,,0.42,0.1,0.26,,21.31,9.24,21.38,1.51,30.69,27.54,7.89,,,,0.88,1.08,,35.06,,0.38,,,,,401.99,1.67,0.55,,,11.72,,,0.55,1.8,0.5,,,,,,0.88,,10.7,7.72,,,9,1724053970.9999998,Apparel/Footwear Retail,Retail Trade
FLNC,,59.21,,,,,14,,18.9,72.69,,10.36,65.25,2.51,0.35,7.23,17.79,1.34,80.69,43.16,20.74,,0.13,,,,,,19.22,11.37,10.5,0.51,0.95,,0.25,4.72,4.41,,24.63,,,28.44,16.8,12.13,,,,,,5.44,,,,1.06,,,,,19.06,,,,9.77,16.8,,,,6.82,0.92,,,,,,,,,,,,,4469846842.0,Electrical Products,Producer Manufacturing
FLNG,,53.89,0.1,7.2,167.5,58.8,71.6,,40.1,59.59,11.28,8.89,57.15,0.83,2.29,0.21,26.62,2.57,13.08,8.76,4.94,5.79,2.14,,1.14,11.28,12.43,9.36,15.38,13.09,9.71,7.53,7.75,8.05,0.31,49.83,12.69,11.28,11.02,24.01,,,31.21,59.99,1.93,,32.66,,57.36,1.73,11.99,10.12,0.19,3.89,,,,,7.79,0.88,,,,7.79,26.65,0.4,2.94,1.73,2.54,4.39,10.28,8.91,14.02,,8.7,,7.77,27.16,,,6,1578956089.9999998,Marine Shipping,Transportation
