Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
TPL,30.22,55.61,0.4,29.6,9.1,29.7,32.5,27.3,28.2,52.96,7.81,60.5,54.3,107.32,15.09,764.7,825.36,17.16,771.61,167.36,67.1,,,,0.23,0.56,34.07,33.11,42.67,35.69,34.61,26.03,26.92,2.94,0.92,63.07,2.23,0.57,38.94,16.96,,9.55,673.91,91.31,,,66.71,,79.01,15.72,42.46,42.46,2.87,28.31,,1.23,1.3,,44.91,5.49,1.25,24.15,20.88,40.9,42.43,2.78,3.51,16,17.16,38.51,267.22,48.46,42.85,,110.79,,0.74,74.69,,,10,13598226873.0,Investment Trusts/Mutual Funds,Miscellaneous
TPR,21.95,57.69,6.3,2.6,,11.8,13,4.8,12.1,77.46,3.4,,64.83,1.87,4.21,0.82,41.15,5.14,177.65,85.7,13.42,6.42,3.03,,0.33,3.4,9.55,7.95,9.47,6.67,5.64,0.98,1.63,10.47,0.22,17.19,12.1,3.4,9.11,,7.99,4.23,42.7,73.29,9.12,,12.23,,17.09,3.27,11.72,9.59,,1.43,,,,,8.33,3.45,0.74,,,7.61,8.87,,0.89,27.99,4.66,7.39,50.2,11.8,31.32,,17.18,,,17.81,,,9,7048341506.999999,Apparel/Footwear Retail,Retail Trade
TPX,21.28,56.96,5.6,,,12.2,7.9,,17.1,67.46,0.99,3.18,60.36,3.86,0.1,0.03,51.79,1.21,67.03,46.59,35.83,4.19,7.69,,0.2,0.99,19.46,15.64,25.27,15.91,12.38,2.4,2.43,5.14,0.09,9.61,5.2,1.03,19.41,23.94,13.17,3.96,42.24,44.21,4.48,,7.65,,12.07,21.67,24.66,21.31,0.85,1.9,,0.71,0.71,,19.62,,1.48,,,15.37,23.38,0.99,1.67,,0.68,8.16,34.47,16.93,131.82,,11.87,,3.34,32.78,,,10,7702299586.0,Home Furnishings,Consumer Durables
TR,,41.73,1.3,3.9,3,15,20.4,7.5,19.3,46.26,1.44,,41.1,6.05,1.51,8.49,28.42,3.73,85.26,14.39,26.76,0.11,0.02,,0.27,1.24,16.29,14.14,23.12,,,,2.59,6.14,0.76,11.19,4.06,1.25,,10.65,,,41.96,33.88,,,12.68,,13.43,2.42,21.47,21.47,2.39,2.71,,,,,24.19,1.81,0.65,,32.3,18.75,24.34,2.72,1.42,3.43,2.24,8.85,38.6,12.13,11.65,,9.18,,1.98,25.6,,,10,2170136455.0,Food: Specialty/Candy,Consumer Non-Durables
TREX,19.36,40.71,2.1,9.1,,11.5,7.8,154.9,9.9,56.63,,,43.48,14.9,,0.01,65.43,1.78,52.84,20.2,67.31,0.25,0.11,,,,20.17,17.5,48.97,23.99,20.3,6.17,5.66,4.96,0.71,11.55,2.03,,29.18,17.65,13.75,10.17,78.95,43.15,,,21.07,,28.04,7.95,27.04,27.04,1.85,5.65,,0.79,2.75,,49.28,3.12,0.97,,121.17,23.61,48.3,1.66,3.25,8.11,1.17,23.67,36.63,40.25,35.28,,25.78,,2,44.82,,,10,7046827929.000001,Forest Products,Non-Energy Minerals
TRGP,61.33,62.55,0.8,1.9,15.2,,22.1,2.3,25.9,62.38,0.61,39.91,63.1,2.23,0.06,0.01,142.31,0.65,10.42,45.61,28.74,3.61,5.53,,0.47,1.76,18.43,11.78,104.93,17.36,11.12,2.31,2.74,5.43,0.12,2.61,1.36,2.11,26.38,22.24,33.07,12.3,75.99,23.95,3.18,,6.72,,14.8,12.64,29.96,29.96,,1.95,,,,,74.55,11.69,2.21,,,10.07,22.91,1.2,5.43,102.38,0.53,5.34,15.24,13.57,41.75,,10.03,,,,,,7,18939482467.0,Gas Distributors,Utilities
TRI,27.74,57.85,1.9,7.1,9.9,5.1,24.2,16.2,7.2,72.88,1.7,3.64,63.54,7.91,0.46,0.55,165.86,0.88,7.04,118.71,53.4,1.11,0.27,,0.55,1.29,36.38,26.35,38.85,35.6,25.23,10.22,10.66,2.75,0.63,27.61,2.61,1.32,44.12,14.6,11,7.91,144.25,85.4,7.74,,33.69,,22.52,6.38,31.83,44.11,2.22,10.75,,,,,38.98,,1.7,,,30.07,37.24,3.42,2.8,,0.88,12.38,485.16,13.46,21.19,,10.32,,4.08,31.77,,,10,59143979184.04167,Internet Software/Services,Technology Services
TRIP,14.22,39.4,,,,,,,40.2,51.88,,,42.86,1.85,1.28,1.29,14.4,1.68,,111.33,42.31,3.66,1.07,,,,10.49,6.8,13.93,9.51,6.38,0.93,0.94,9.53,0.31,6.72,6.22,,11.35,,100.93,7,27.55,91.19,3.16,,1.32,,7.66,2.29,88.44,25.92,,1.14,,,,,15.62,,0.28,,,10.58,786.11,,0.94,,1.68,0.89,77.07,8.55,2.89,,2.02,,0.62,86.09,,,7,2205046997.9999995,Other Consumer Services,Consumer Services
TRMB,5.86,61.33,0.6,8.4,,5.1,6.1,,6.9,86.64,,,70.09,2.58,0.48,0.5,56.48,0.99,68.36,46.23,63.33,0.81,0.34,,,,6.87,6.22,25.28,,15.27,4.04,3.95,14.56,0.59,15.61,4.2,,20.71,10.6,10.03,3.04,59.56,62.12,2.74,,40.7,,11.63,2.45,9.23,21.98,2.85,3.74,,1.38,1.81,,24.23,,1.07,,,22.58,34.25,3.3,1.53,,0.88,15.96,442.17,27.29,32.64,,3.63,,,40.63,,,10,12748834603.0,Packaged Software,Technology Services
TRMD,36.56,52.79,,16.6,102,47.3,79.4,65.1,24.9,58.3,15.37,13.26,54.71,3.51,1.85,0.42,37.9,3.18,39.65,25.29,51.23,1.33,0.62,,0.83,15.37,5.48,4.52,9.76,5.01,4.11,3.15,2.64,18.25,0.59,26.21,11.93,16.18,4.4,22.44,,,27.83,61.66,10.16,,43.72,,42.25,1.69,4.85,5.4,0.15,2.07,,,,,7.91,0.63,2.28,,,3.92,5.56,0.21,1.36,1.7,2.94,22.95,30.65,27.96,40,,25.54,,12.25,8.05,,,7,2129629553.3762631,Marine Shipping,Transportation
TRN,24.03,49.88,9.7,,11,,,,33.3,43.83,6.62,16.36,46.89,1.02,0.38,0.05,32.17,2.07,90.31,44.88,45.84,7.16,5.38,,0.52,3.41,16.01,10.13,,,10.36,10.22,2.48,6.25,0.12,,,3.47,20.75,,72.41,2.04,43.91,19.77,1.58,,4.98,,13.31,2.49,16.58,15.54,,0.83,,,,,,1.47,0.82,,,5.94,,,,3.14,1.14,1.81,6.7,6.07,15.8,,4.36,,0.24,13.52,,,9,1966122399.0000005,Trucks/Construction/Farm Machinery,Producer Manufacturing
TROW,6.8,49.34,0.6,7.9,10.7,,,,2.3,67.23,8.36,4.99,54.84,8.9,7.13,9.07,109.55,9.35,,41.81,43.52,0.11,0.03,,0.58,4.5,9.6,7.73,17.44,8.48,7.73,3,3.2,10.42,0.76,18.34,5.11,4.52,12.09,10.16,7.25,6.45,120.57,50.69,,,28.66,,33.31,2.46,12.93,12.84,2.85,3.6,,0.7,0.67,,19.72,1.43,0.77,,60.86,15.11,10.31,,0.91,3.56,9.35,15.36,159.06,18.51,20.34,,17.31,,6.27,12.2,,,10,24589470070.0,Investment Managers,Finance
TROX,26,41.42,,1.4,21.3,,,,,50.23,12.05,4.44,44.3,1.33,0.27,0.07,13.66,2.98,206.44,61.99,42.38,6.36,1.54,,,3.62,26.81,10.53,,15.51,8,1.52,1.65,3.73,0.31,,,3.62,23.47,9.57,,7.56,13.83,15.02,0.97,,,,5.34,1.14,,,,0.73,,,,,,,0.92,,,8.36,,,0.71,1.31,1.08,,4.68,3.41,,,,,,,,,3,2144843529.0000005,Chemicals: Specialty,Process Industries
TRP,15,66.75,,,4.7,,,9.3,3.8,55.38,8.44,3.16,63.87,0.69,0.18,0.04,44.15,0.76,47.74,257.55,84.68,6.3,2.16,,0.95,6.25,17,12.32,435.05,14.25,10.74,7.57,7.7,5.88,0.24,1.75,0.46,6.27,14.12,,3.44,4.85,43.74,47.4,2.61,,21.38,,41.88,2.26,18.04,15.04,,3.79,,,,,212.54,1.69,0.98,,,8.47,122.98,,3.69,4.27,0.68,2.84,8.98,6.69,11.22,,4.83,,,22.19,,,9,37460000225.44002,Oil & Gas Pipelines,Industrial Services
TRU,0.69,70.4,,15.8,11.9,,29.3,,14.6,81.04,0.81,4.22,74.17,2.37,0.59,0.1,94.04,1.66,,65.46,66.74,7.45,1.29,,0.12,0.45,122.96,31.94,56.75,37.97,19.42,5.56,5.75,0.81,0.38,10.14,2.23,0.45,24.42,,16.15,7.86,81.21,59.8,2.43,,,,17.07,4.38,,25.77,,4.55,,,,,44.92,,,,,25.84,,,2.23,,1.66,,39.37,1.82,,,10.4,,2.25,48.55,,,8,15322890593.000002,Financial Publishing/Services,Commercial Services
TRUP,13.62,75.33,,,,,,,24.1,86.72,,38.97,79.93,3.66,0.78,2.15,45.71,1.63,,2.87,83.52,13.9,0.42,,,,,180.62,70.11,,,1.32,1.39,,0.38,1.99,1.31,,435.07,,,10.54,68.42,12.62,,,,,,5.96,,,,1.5,,,,,75.46,,0.57,,21.66,47.26,,,15.19,7.8,1.63,,,,,,,,,,,,,1235359451.0,Multi-Line Insurance,Finance
TS,,37.22,0.4,19,104.4,309.3,,47.1,47.8,45.62,7,,39.18,4.78,1.05,4.48,28.04,3.11,169.42,45.22,69.08,0.2,0.04,,0.27,4.29,4.01,3.37,3.8,4.16,3.44,0.98,0.95,24.94,0.79,24.4,20.99,4.29,8.25,29.47,,,39.85,37.6,39.98,,20.36,,22.42,0.91,5.95,6.21,0.16,1.18,,,,,4.84,0.52,0.58,,2.81,4.02,4.7,0.24,0.46,1,1.89,13.29,30.76,17.98,16.5,,17.08,,10.47,14.23,,,8,19385677586.587933,Steel,Non-Energy Minerals
TSCO,24.5,55.17,2.4,6.4,40,18.2,13.7,,13.6,74.94,6.27,14.05,61.23,5.38,0.16,0.08,267.61,1.43,110.27,52.97,,2.69,2.22,,0.41,1.62,22.1,17.38,53.9,22.41,17.42,2.23,2.25,4.52,0.24,4.18,2.13,1.67,26.02,22.45,7.55,5.08,249.87,36.16,33.33,,7.66,,10.19,12.47,25.81,25.81,1.21,1.96,,0.9,1.45,,47.2,4.02,1.15,,,21.21,32.44,1.24,2.39,14.12,0.25,12.04,22.71,21.44,52.25,,16.59,,1.26,38.51,,,10,23158666430.000004,Specialty Stores,Retail Trade
TSEM,31.18,58.12,,17.6,,35,46.1,,3.1,75.93,,21.89,63.37,7.78,4.25,6.56,40.96,5.9,103.08,47.86,41.65,0.23,0.07,,,,5.95,4.09,11.58,,7.4,2.35,2.42,16.81,0.85,20.96,6.62,,20.23,23.83,5.26,8.16,32.27,23.83,,,35.58,,12.73,1.74,9.25,20.28,1.13,3.14,,,,,15.19,1.23,1.74,5.51,3.44,5.89,9,0.87,1.17,1.75,4.94,17.36,41.03,22.1,20.95,,10.54,,0.81,21.33,,,9,2945790279.0,Semiconductors,Electronic Technology
TSM,79.09,53.81,,23.2,4.8,18.4,18.9,,17.3,54.94,1.44,32.26,55.81,9.06,1.99,2.03,171.44,2.47,82.61,69.44,10.03,0.59,0.27,,0.36,1.17,24.55,15.71,33.98,20.09,12.87,8.63,11.12,4.07,0.63,29.26,2.52,1.43,26.2,21.42,24.85,23.28,130.98,53.36,90.07,,38.4,,41.99,6.63,30.66,30.71,1.46,10.33,,1.18,1.81,,35.34,2.84,1.63,,62.8,16.74,28.63,1.16,3.12,6.67,2.21,16.76,35.62,23.87,26.91,,25.62,,1.01,41.51,,,10,452696929407.4219,Semiconductors,Electronic Technology
TSN,8.98,67.3,0.8,6.8,4.6,,,,8.1,77.83,4.93,11.29,70.53,2.98,0.44,0.23,63.31,1.82,37.76,17.75,16.41,5.56,0.61,,1.89,3.06,60.71,15.46,29.57,16.34,9.45,0.57,0.58,1.65,0.48,1.95,4.6,3.09,16.98,,148.87,1.55,62.04,5.7,1.7,,,,1.42,1.25,,61.71,,0.42,,,,,21.71,5.13,0.73,,,9.79,56.02,,0.76,9.59,0.95,,3.89,1.62,,,0.58,,,10.66,,,9,19010424939.0,Food: Meat/Fish/Dairy,Consumer Non-Durables
TT,66.38,62.34,1.7,4.7,12.3,21.9,30.3,19.5,14.4,75.89,1.39,19.37,67.62,5.71,0.2,0.25,351.66,1.17,66.95,62.2,60.76,1.49,0.76,,0.31,0.91,26.03,23.32,33.27,24.29,21.86,4.24,4.38,3.84,0.34,13.15,3.12,0.97,32.65,20.41,15.4,7.87,232.07,34.65,13.92,,12.33,,17.07,11.44,34.78,34.58,2.4,4.29,,1.54,1.61,,32.65,,2.74,,,28.85,32.51,1.88,2.81,,0.84,12,124.57,23.56,34.38,,18.83,,2.12,53.77,,,10,46248268005.0,Industrial Machinery,Producer Manufacturing
TTC,,48.85,1.2,12,10.8,3.7,11.7,,11.6,68.54,2.63,4.58,52.49,4.88,0.18,0.17,90.77,1.93,140.42,57.23,38.26,2.26,0.69,,0.38,1.58,26.93,20.32,39.21,,,,2.32,3.71,0.43,5.92,2.77,1.6,19.13,11.53,6.86,3.56,101.1,33.96,8.01,,6,,11.39,5.72,35.88,24.53,2.73,2.13,,1.17,2.92,,36.45,3.9,0.87,,,25.01,65.57,2.9,1.9,13.92,0.87,7.12,25.81,13.81,17.11,,16.01,,1.12,27.59,,,10,8553636995.000001,Trucks/Construction/Farm Machinery,Producer Manufacturing
TTD,30.91,65.7,,27.4,,16.8,,17.9,31.6,83.23,,16.97,72.69,12.17,0.6,5.7,104.36,1.8,,1897.46,442.23,0.68,0.11,,,,160.29,125.82,102.4,70.05,48.38,20.01,22.52,0.62,0.47,22.1,0.94,,67.5,14.94,78.95,21.91,99.16,81.23,,,11.65,,14.05,21.34,208.72,91.7,6.95,24.08,,,,,109.13,9.33,,,28.99,95.43,2279.79,6.44,7.96,21.34,1.8,5.37,36.7,12.66,11.56,,20.18,,0.88,521.8,,,10,40872750093.0,Packaged Software,Technology Services
TTE,8.89,57.07,3.6,12,4.3,50.2,,89.3,29.7,70.25,5.15,6.49,62.99,1.8,0.36,0.56,68.79,1.11,49.43,90.72,39.57,1.08,0.46,,0.37,4.66,4.95,3.62,8.49,6.03,4.26,0.84,0.86,20.2,0.42,9.9,13.18,4.94,7.97,30.2,3.79,,66.0,29.04,10.76,,10.11,,14.43,1.32,7.8,7.8,0.5,0.77,,,,,7.73,0.79,0.97,,,4.41,5.84,0.34,0.46,1.84,0.87,7.5,32.78,18.83,18.27,,9.47,,14.74,16.03,,,9,161488166828.70612,Integrated Oil,Energy Minerals
TTEK,27.39,69.08,0.3,11,15.3,25.5,16.9,11.9,15.7,81.65,1.04,15.19,73.38,5.41,0.17,0.2,234.79,1.21,,16.88,48.97,1.94,0.63,,0.17,0.47,28.26,24.39,37.51,,,2.86,2.62,3.54,0.41,6.97,2.82,0.5,31.8,22.34,17.8,3.93,186.88,16.39,10.21,,5.72,,9.69,7.54,43.4,37.93,1.95,2.41,,1.1,1.37,,35.66,,1.83,,,33.66,41.5,1.6,2.26,,1.21,7.31,182.91,16.96,19.02,,9.44,,,64.86,,,10,8477232597.0,Engineering & Construction,Industrial Services
TTMI,43.73,54.7,1.5,3,,3.9,,,3.2,72.55,,37.73,60.08,2.04,0.63,0.44,19.75,2.04,40.79,66.35,61.74,4.1,0.66,,,,27.03,10.2,107.3,,,,1.09,3.7,0.46,1.01,1.17,,13.08,6.8,,,14.93,19.41,2.89,,0.74,,6,1.32,123.44,14.63,,0.86,,,,,86.6,1.46,1.36,,,10.67,81.59,,0.77,3.27,1.74,0.52,10.67,3.59,1.12,,2.21,,,25.99,,,8,1349287169.0,Electronic Components,Electronic Technology
TTWO,7.71,67.73,,4.7,,,,,2.6,88.27,,,75.89,1.51,0.39,0.27,160.07,0.9,,18.49,45.62,,0.69,,,,,,,,48.33,5.35,5.58,,0.46,,,,62.31,,,17.91,142.47,43.19,,,,,,4.68,,,,5.02,,,,,,,1.12,,,,,,3.54,,0.9,,,,,,,,,,,,6,24270515215.0,Packaged Software,Technology Services
TU,,45.14,,5.6,7.1,1.1,,,4.6,26.37,9.68,,38.81,0.95,0.1,0.03,15.89,0.66,25.84,46.8,58.01,4.49,1.85,,3.2,7,24.94,9.22,42.85,21.39,8.79,2.98,3.01,4.01,0.28,7.09,4.43,7.09,21.3,2.68,33.54,3.86,21.19,61.94,1.64,,3.91,,11.28,2.03,40.64,45.79,41.63,1.61,,3.67,1.8,,22.62,,0.77,,,6.42,20.54,,1.63,,0.61,1.38,13.93,5.12,4.83,,3.15,,,16.73,,,10,25037880492.84573,Wireless Telecommunications,Communications
TUYA,3.27,56.96,,,,,,,8.9,72.28,,,63.84,6.02,8.98,112.11,1.6,9.64,100.51,30.86,17.72,,0.01,,,,,,1.95,,,0.09,0.56,,0.91,28.59,7.59,,20,,39.88,17.74,2.32,47.15,,,,,,0.9,,38.5,,3.51,,,,,12.22,1.29,,1.32,1.22,12.22,,,,0.94,9.27,,,,,,,,0.35,,,,,1008075638.3963202,Packaged Software,Technology Services
TV,,38.31,0.2,17.8,,,3.8,,,48.26,4.95,,42.52,1.24,1.34,0.38,2.02,2.31,8.86,115.41,47.53,7.19,0.87,,0.01,4.95,27.56,6.03,33.24,18.89,3.49,1.31,1.22,3.63,0.45,3.67,13.34,4.95,33.67,13.99,,,4.92,33.32,0.28,,,,3.01,0.18,0.19,0.2,,0.32,,,,,8.85,0.05,0.17,,,1.49,,,0.14,0.28,2.28,,3.76,1.32,,,1.68,,,1.77,,,8,1853793125.94,Major Telecommunications,Communications
TVTX,,46.52,,,,,,,,43.26,,24.37,44.35,,2.68,0.81,8.69,3.04,460.85,999.07,42.47,,26.62,,,,,,,,,3.36,4.27,,0.03,,,,,,87.12,46.91,18.48,94.7,,,,,,43.45,,,,3.82,,,,,,,0.61,,,,,,,,2.99,,,,,,,,0.39,,,,1,1026898700.0000002,Pharmaceuticals: Major,Health Technology
TW,29.81,63.92,,4.7,4,12,19.9,14.8,9.9,65.01,0.33,7.08,65.21,14.68,1.89,61.14,116.31,2.69,,260.82,122.95,0.03,0.01,,0.15,0.33,36.55,27.96,31.88,36.4,27.47,14.6,15.22,2.74,0.77,47.73,2.92,0.35,41.75,13.91,15.8,15.79,107.55,65.46,259.74,,28.66,,38.82,4.39,57.63,44.55,4.95,16.42,,,,,34.37,5.52,,387.7,31.18,31.57,42.84,3.84,2.15,15.32,2.69,6.24,1107.61,10.3,8.04,,9.22,,0.35,,,,8,19540043022.000004,Investment Banks/Brokers,Finance
TWKS,,78.03,1.3,18.4,,,,,14,85.75,,,81.69,2.18,0.34,0.15,4.36,2.59,,1.89,53,,0.45,,,,,,,5.73,22.48,1.67,1.63,,0.59,,,,73.9,,,,6.16,29.59,,,,,,1.93,,,,1.35,,,,,,,,,,,,,,,2.59,,,,,,,,4.21,,,,2,1407538351.0,Miscellaneous Commercial Services,Commercial Services
TWLO,,49.11,,1.3,,37.3,,,23.6,36.89,,4.27,46.01,3,4.38,2.72,59.25,5.57,,16.11,48.18,30.02,0.13,,,,,203.4,10.2,30.52,23.83,1.78,1.83,,0.83,18.42,8.21,,18.44,,18.96,6.92,75.54,50.66,,,,,,1.12,,28.87,,2.57,,,,,13.86,2.03,,7.55,4.55,12.98,,,1.38,3.2,5.57,,,,,,,,15.31,,,,,11359628112.000002,Packaged Software,Technology Services
TWST,178.12,42.77,,13.2,,3.2,,8.3,23.3,47.61,,40.51,42.79,7.48,3.92,3.32,44.13,4.91,65.75,20.71,45.67,,0.18,,,,,,,,,,7.83,,0.77,,,,,,18.1,21.41,45.11,40.53,,,,,,5.11,,,,8.39,,,,,,,,18.16,12.02,,,,,6.61,4.52,,,,,,,,0.31,,,,,1202449039.0,Biotechnology,Health Technology
TX,,47.18,,19.5,,4.6,23.6,,26.3,57.97,9.47,,52.11,2.58,0.89,1.74,34.74,2.74,111.63,47.53,49.9,1.87,0.19,,0.93,9.47,11.14,4.3,5.17,4.94,3.22,0.51,0.26,8.98,0.5,5.08,14.44,9.47,5.55,25.28,,4.39,46.93,19.3,11.77,,,,11.01,0.57,,9.74,1.55,0.35,,0.46,0.34,,6.86,0.52,0.72,,115.8,2.34,42.54,,0.25,0.63,1.57,,3.76,2.36,,,,,,6.28,,,9,7958313430.0,Steel,Non-Energy Minerals
TXG,,60.86,,,,29.9,25.9,39.8,21.4,68.56,,,64.17,6.3,3.42,4.25,23.01,5.22,133.97,32.42,56.49,,0.12,,,,,,,,,3.78,3.84,,0.78,,,,,,36.26,11.37,54.39,64.66,,,,,,3.75,,,,4.24,,,,,,,,15.87,7.42,,,,,3.95,4.42,,,,,,,,0.16,,,,,5839207755.0,Biotechnology,Health Technology
TXN,18.55,62.2,0.4,23,10.5,8.4,4.5,,7.3,80.87,4.81,21.34,68.32,9.82,2.66,0.7,208.37,4.62,221.29,42.94,41.29,1.77,0.81,,0.91,2.53,29.31,24.08,126.59,34.26,26.75,11.9,11.75,3.41,0.49,9.28,0.79,2.53,40.23,11.51,,5.52,146.75,59.36,13.17,,33.01,,36.26,11.05,36.18,36.92,4.15,11.84,,1.46,10.24,,127.82,4.97,1.6,,,29.68,47.69,4.07,3,15.07,3.49,16.11,47.79,21.66,31.75,,23.64,,0.72,32.16,,,10,147653476670.0,Semiconductors,Electronic Technology
TXRH,66.04,51.68,1.3,8.6,82.8,55.2,112.4,44,26.2,58.27,3.49,17.67,53.42,6.93,0.31,0.24,169.61,0.52,3.42,11.64,6.01,1.34,0.64,,0.41,1.39,26.64,19.41,38.3,23.4,17.52,2.2,2.37,3.75,0.44,6.19,2.71,1.43,26.84,21.9,19.28,10.12,133.91,16.95,,,7.47,,8.9,8.96,30.78,30.31,1.81,2.27,,1.54,1.35,,37.12,3.74,1.34,,,17.39,28,1.26,2.8,10.38,0.45,13.64,20.47,21.29,31.87,,14.07,,1.67,57.11,,,10,6756943625.0,Restaurants,Consumer Services
TXT,19.56,53.15,5.2,11.9,,28.2,45.4,29.5,10,66.67,0.09,6,56.75,2.91,0.32,0.39,88.64,1.79,131.6,36.07,38.76,2.31,0.52,,0.01,0.09,15.88,12,24.22,14.35,10.53,1.29,1.34,6.3,0.42,5.54,4.64,0.09,14.07,13.2,11.76,5.05,88.92,16.67,14.55,,6.67,,8.69,2.43,18.73,16.28,8.57,1.24,,1.06,1.19,,22.57,1.62,1.29,,,14.95,23.25,1.94,1.17,3.65,0.81,5.61,24.07,9.68,13.29,,7.57,,6.88,23.14,,,10,15094959266.0,Aerospace & Defense,Electronic Technology
TYL,39.8,64.25,,12.3,,13.9,18.5,,19.3,58.78,,21.17,62.11,9.86,0.26,0.4,581.19,1.06,,44.8,112.45,1.5,0.21,,,,95.44,58.2,62.04,84.72,57.62,11.72,12.32,1.05,0.65,19.85,1.62,,62.04,15.24,16.18,10.13,438.03,44.34,19.75,,10.24,,12.65,7.91,120.08,87.4,6.83,12.3,,3.38,2.32,,61.98,,1.32,,,54.13,83.61,6.25,3.7,,1.06,4.44,126.04,6.98,7.06,,4.84,,1.28,136.11,,,10,15795394164.999998,Data Processing Services,Technology Services
U,,59.42,,3.6,,26.1,,,8.1,78.97,,,66.6,0.62,1.51,0.57,17.3,2.36,,9.51,107.67,,0.7,,,,,,33.15,,21.91,4.41,3.75,,0.48,11.12,3.34,,,,31.77,,39.8,67.71,,,,,,2.15,,,,3.19,,,,,28.42,,,,,23.88,,,,,2.36,,,,,,,,2.12,,,,,13927169234.0,Packaged Software,Technology Services
UA,,70.46,2.9,4,,,,,1.4,78.99,,,74.34,2.32,0.51,0.66,8.1,1.73,138.16,76.78,47.64,17.93,0.74,,,,,53.6,11.49,14.63,9.25,0.7,0.72,,0.37,6.28,9.78,,40.1,,,,8.42,46.43,,,,,,2,,13.06,,0.67,,,,,10.76,1.29,0.39,,,7.3,10.88,,1.06,2.73,1.08,,,,,,,,5.42,47.65,,,6,3126583194.0,Apparel/Footwear,Consumer Non-Durables
UAA,,71.36,2.9,4,,,,,1.4,79.33,,,75.29,2.32,0.51,0.66,8.4,1.73,138.16,76.78,47.64,17.93,0.74,,,,,53.6,11.49,14.63,9.25,0.7,0.72,,0.37,6.28,9.81,,42,,,,8.6,46.43,,,,,,2,,13.55,,0.67,,,,,10.69,1.28,0.38,,,7.31,10.81,,1.06,2.72,1.08,,,,,,,,5.42,46.67,,,6,3126583193.9999995,Apparel/Footwear,Consumer Non-Durables
UAL,,44.85,,14.1,,,,66.6,43.3,53.96,,8.81,48.17,1.14,0.59,0.48,41.99,0.77,14.1,38.43,14.08,5.78,3,,,,5.51,5.51,,9.69,4.92,0.54,0.54,18.15,0.14,,,,4.26,15.69,9.18,6.09,58.82,28.17,2.99,,5.28,,8.79,1.31,4.77,4.38,,0.25,,,,,,0.9,0.46,,,2.48,,,1.22,4.18,0.71,4.05,12.65,11.4,32.2,,5.39,,21.76,8.95,,,8,14988672806.0,Airlines,Transportation
UBER,50.82,62.3,,,,,,,41,71.78,,,67.3,3.62,0.61,0.57,73.48,1.21,,11.6,30.02,2.92,0.9,,,,52.41,41.66,33.81,51.16,30.95,3.66,3.97,1.91,0.3,11.86,3.08,,83.79,,150.95,15.73,56.25,39.24,3.45,,5.02,,5.03,12.48,80.75,108.22,,3.94,,,,,33.17,15.7,,,,31.36,51.08,,253.38,51.38,1.21,5.3,91.7,10.68,19.09,,5.97,,0.18,,,,2,97108194080.0,Other Transportation,Transportation
UCTT,41.95,43.99,,12.8,,,,,4.5,58.82,,11.11,48.64,2.75,0.91,0.48,39.28,2.73,90.4,47.01,36.29,4.87,0.78,,,,31.26,15.22,46.51,,11.73,1.02,1.11,3.2,0.44,2.39,2.53,,29.34,11.81,,,31.08,16.4,1.03,,,,2.69,2.07,,47.9,5.15,0.93,,3.84,3.15,,39.34,3.12,1.42,,,16.86,36.71,5.83,1.22,4.57,1.6,,8.34,4.27,,,,,,41.79,,,7,1324842673.0,Industrial Machinery,Producer Manufacturing
