Ticker,12-1 Month Momentum %,14-Day RSI,3-Year Average Share Buyback Ratio,3-Year Book Growth Rate,3-Year Dividend Growth Rate,3-Year EBITDA Growth Rate,3-Year EPS without NRI Growth Rate,3-Year FCF Growth Rate,3-Year Revenue Growth Rate,5-Day RSI,5-Year Yield-on-Cost %,6-1 Month Momentum %,9-Day RSI,Altman Z-Score,Cash Ratio,Cash-To-Debt,ClosePrice,Current Ratio,Days Inventory,Days Payable,Days Sales Outstanding,Debt-to-EBITDA,Debt-to-Equity,Distress,Dividend Payout Ratio,Dividend Yield %,EV-to-EBIT,EV-to-EBITDA,EV-to-FCF,EV-to-Forward-EBIT,EV-to-Forward-EBITDA,EV-to-Forward-Revenue,EV-to-Revenue,Earnings Yield (Greenblatt) %,Equity-to-Asset,FCF Margin %,FCF Yield %,Forward Dividend Yield %,Forward PE Ratio,Forward Rate of Return (Yacktman) %,Future 3-5Y EPS without NRI Growth Rate Estimate,Future 3-5Y Total Revenue Growth Rate Estimate,GFValue,Gross Margin %,Interest Coverage,N/A,Net Margin %,Not Manipulator,Operating Margin %,PB Ratio,PE Ratio,PE Ratio without NRI,PEG Ratio,PS Ratio,Piotroski F-Score,Price-to-DCF (Earnings Based),Price-to-DCF (FCF Based),Price-to-FFO,Price-to-Free-Cash-Flow,Price-to-Graham-Number,Price-to-Median-PS-Value,Price-to-Net-Cash,Price-to-Net-Current-Asset-Value,Price-to-Operating-Cash-Flow,Price-to-Owner-Earnings,Price-to-Peter-Lynch-Fair-Value,Price-to-Projected-FCF,Price-to-Tangible-Book,Quick Ratio,ROA %,ROC (Joel Greenblatt) %,ROCE %,ROE %,ROIC,ROIC %,Safe,Shareholder Yield %,Shiller PE Ratio,WACC,WACC vs ROIC,Years of Profitability over Past 10-Year,Market Capitalization,Industry,Sector
EXPO,15.65,53.7,0.8,0.3,11,11.3,7.2,5.3,11.5,49.12,2.05,35.12,51.47,13.05,1.54,2.7,104.1,2.97,,,83.07,0.59,0.19,,0.53,1.04,43.19,39.97,35.52,40.93,35.6,9.93,9.47,2.32,0.55,26.66,2.73,1.08,50.85,12.01,8.3,2.62,103.02,,,,19.35,,21.93,13.43,50.78,50.78,5.58,9.93,,2.36,2.11,,37.18,5.57,1.23,,69.87,35.25,45.45,5.06,3.41,13.73,2.97,16.42,92.14,23.47,28.58,,23.98,,0.79,62.71,,,10,4669966629.0,Engineering & Construction,Industrial Services
EXR,28.88,65.46,,52,21.6,14.4,12.8,11.6,13.1,83.13,6.63,14.67,70.69,1.96,0.05,0.01,171.02,1.06,,144.03,15.44,5.39,0.83,,1.23,3.21,33.09,21.84,26.95,28.29,20.19,16.48,15.06,3.02,0.51,55.89,4.87,3.77,39.2,17.75,,8.34,172.01,72.75,2.48,,25.46,,44.21,2.56,44.19,38.5,2.96,11.33,,1.72,0.9,22.48,20.32,2.14,1,,,20.1,22.51,2.85,1.39,2.67,1.06,3.27,523.5,6.11,6.62,,5.59,,,37.75,,,10,27056068653.0,Real Estate Investment Trusts,Finance
EXTR,,64.54,,,,,90.9,,3,73.41,,14.96,67.71,0.71,0.3,0.65,14.99,0.9,100.37,60.1,39.83,,9.48,,,,,,54.65,17.81,14.02,1.84,1.83,,0.02,3.34,1.91,,20.2,,,,13.95,56.47,,,,,,78.89,,46.84,,1.77,,,,,56.16,,1.64,,,36.9,,,2.03,,0.63,,,,,,,,4.86,,,,3,3102674223.0,Computer Peripherals,Electronic Technology
EYE,,36.19,1.2,,,,,,9.5,32.83,,,34.25,1.24,0.27,0.19,10.58,0.55,44.27,23.68,10.82,26.51,1.1,,,,,45.34,44.02,101.25,14.25,0.87,0.78,,0.39,1.77,4.3,,19.48,,12.45,,30.97,53.7,1.47,,,,1.09,0.99,,18.36,,0.41,,,,,23.3,,,,,6.13,,,0.62,,0.41,,,,,,1.06,,7.27,,,,8,1291948341.0,Specialty Stores,Retail Trade
F,16.79,46.15,1,12.8,58.7,13.2,77.4,,10.9,74.14,4.81,15.16,53.95,1.06,0.33,0.23,10.85,1.17,38.51,59.15,123.17,13.69,3.51,,0.37,5.51,33.21,14.4,30.48,15.7,12.04,0.91,0.89,3.01,0.16,2.92,12.23,5.51,5.69,26.45,,,14.73,8.04,3.14,,2.13,,2.21,0.99,11.3,6.66,,0.24,,,,,8.32,0.54,0.77,,,3.16,9.12,1.07,0.38,0.99,1,1.41,5.26,2.85,8.83,,1.9,,,8.22,,,8,50468063583.0,Motor Vehicles,Consumer Durables
FA,19.37,75.09,0.6,5.1,,,26,,,92.06,,,81.98,2.97,2.72,0.48,18.69,4.31,,49.34,67.45,3.03,0.62,,,,47.33,15.63,21.98,8.39,10.37,3.35,3.86,2.11,0.56,17.58,4.89,,20.05,11.12,9.39,6.51,15.3,49.5,1.97,,3.24,,8.16,2.97,116.81,19.67,,3.57,,,,,20.37,,,,,16.79,21.41,,1.7,,4.31,1.47,41.14,3.91,2.61,,3.72,,0.34,17.31,,,9,2058775455.0,Miscellaneous Commercial Services,Commercial Services
FANG,38.41,42.24,,18.7,74.6,,88.5,142.8,37.9,35.25,154.19,14.31,39.79,2.22,3.23,0.58,191.12,3.66,5.44,25.23,33.71,1.77,0.69,,0.48,5.64,7.96,5.76,18.76,6.96,4.95,3.73,4.2,12.56,0.49,22.36,6.13,5.64,10.14,,3.22,25.83,171.82,55.02,28.77,,37.51,,52.1,1.94,9.81,9.86,,3.65,,,,,16.33,0.93,0.8,,,5.8,13.13,,1.4,1.95,3.64,11.6,18.62,17.55,21,,13.91,,1.74,48.44,,,7,27850968979.0,Oil & Gas Production,Energy Minerals
FAST,18.71,56.46,0.1,7.1,11.9,9.6,10.7,10.7,9.3,69.28,4.05,,59.79,25.15,0.36,0.5,68.15,4.39,137.25,24.73,57.57,0.3,0.15,,0.74,2.24,25.32,22.71,33.67,24.74,21.98,5.1,5.2,3.95,0.76,15.45,2.94,2.31,33.29,11.4,6.31,6.01,63.28,45.47,194.56,,15.54,,20.46,11.15,33.91,33.91,3.77,5.31,,1.83,1.28,,34.17,4.1,1.37,,19.14,29.24,32.71,3.7,3.11,11.15,2.29,25.3,41.96,39.37,33.65,,30.27,,2.81,41.81,,,10,31549009389.0,Wholesale Distributors,Distribution Services
FBIN,8.49,62.2,3.1,,,5.7,,9.1,11.9,76.76,1.5,,65.94,3.07,0.23,0.12,79.06,1.34,131.59,74.22,45.03,3.37,1.3,,0.24,1.21,17.6,13.61,24.79,15.18,12.44,2.56,2.57,5.68,0.35,10.37,5.16,1.22,18.45,9.29,11.54,4.5,76.0,43.24,5.91,,9.39,,15.38,4.13,21.86,19.34,3.28,2.05,,,,,19.8,,1.25,,,13.2,21.28,,1.41,,0.71,6.68,40.45,12.96,19.83,,10.29,,4.51,19.8,,,10,8120993652.0,Building Products,Producer Manufacturing
FBRT,4.57,51.01,,,,12.8,14.7,,18.6,66.75,11.02,7.6,54.61,1.2,0.26,0.02,12.9,15.67,,13.63,,38.73,2.99,,1.59,11.02,52.52,49.08,43.06,,,,10.49,1.9,0.24,24.37,12.68,11.02,8.03,26.5,7.34,,16.36,34.78,,,17.39,,19.96,0.85,15.73,14.46,1.11,1.93,,,,13.52,7.96,0.75,,,1.78,7.96,,1.42,0.41,0.88,15.67,1.59,,1.94,6.14,,1.97,,13.05,,,,9,1167390855.0,Real Estate Investment Trusts,Finance
FCFS,19.34,60.36,,12.3,8,56.5,26.3,20.6,20.7,53.47,1.79,,60.24,3.11,0.36,0.06,117.3,4.03,64.59,5.66,7.72,2.07,1.01,,0.21,1.21,16.97,7.38,19.5,14.6,11.5,2.1,2.15,5.89,0.46,11.03,6.95,1.29,17.82,25.35,17.58,6.37,122.65,48.33,4.19,,7.17,,12.9,2.65,22.47,17.99,0.62,1.6,,1.2,0.68,,14.56,,0.9,,,12.1,47.08,0.72,0.96,,3.04,5.65,32.7,10.8,12.06,,8.08,,,29.55,,,10,4324946302.0,Finance/Rental/Leasing,Finance
FCX,18.51,48.83,0.5,18.6,128.9,30.4,90.1,,17.7,64.57,7.32,18.12,54.93,2.5,0.86,0.56,43.89,2.4,131.08,75.41,15.67,0.99,0.54,,0.42,1.37,9.17,7.02,44.53,8.55,6.66,2.6,2.7,10.91,0.32,6.07,2.38,1.37,25.47,22.72,19.38,7.81,44.93,31.68,18.64,,7.83,,27.95,3.63,33.25,30.48,1.5,2.57,,,,,42.33,2.22,1.87,,,9.88,65.11,1.22,1.95,3.63,1.34,3.66,18.87,15.41,11.53,,10.34,,2.44,,,,6,57875868453.0,Other Metals/Minerals,Non-Energy Minerals
FDP,,70.26,,3,35.7,,34.4,57.4,0.7,67.32,8.01,,70.17,2.94,0.07,0.08,27.72,2.08,53.59,40.96,36.21,4.76,0.24,,0.45,3.4,105.95,18.06,13.59,,,,0.41,0.94,0.63,3.04,9.74,3.58,14.25,2.02,,,26.03,7.8,6.98,,,,3.28,0.68,,13.86,7.29,0.31,,,,,10.3,0.73,0.89,,,7.06,,,0.57,0.87,1.07,,0.84,0.62,,,27.97,,11.44,14.82,,,8,1224658767.0,Agricultural Commodities/Milling,Process Industries
FDS,,51.43,,21.8,7.9,13.3,10.5,10.7,11.5,66.35,1.47,,55.38,6.19,0.78,0.32,412.43,1.28,,46.55,41.35,1.93,0.87,,0.25,0.96,23.71,19.71,26.51,21.34,18.54,7.27,7.72,4.22,0.47,29.12,4.04,1,23.61,15.08,9.09,5.58,487.36,53.26,10.69,,23.56,,32.87,8.31,31.1,26.37,2.27,7.32,,1.23,1.37,,25.17,,1.01,,,23.01,30.55,2.23,1.93,,1.28,12.86,316.05,20.28,29.53,,16.43,,4,38.29,,,10,16313998178.999998,Data Processing Services,Technology Services
FDX,17.84,55.05,3,7.7,24.7,1,,,3.7,77.6,3.72,26.88,59.66,2.65,0.49,0.17,291.52,1.36,3.31,19.77,42.5,3.47,1.37,,0.28,1.78,15.48,9.37,32.49,14.96,9.1,1.13,1.16,6.46,0.32,3.58,4.39,1.92,13.96,23.28,14.19,4.02,246.46,21.61,18.72,,4.94,,8.01,2.58,16.92,16.38,0.87,0.84,,0.82,1.87,,23.38,1.57,0.95,,,8.8,206.18,0.74,1.59,3.37,1.32,4.97,11.09,8.95,16.24,,7.23,,4.8,22.42,,,10,63903760666.00001,Air Freight/Couriers,Transportation
FE,10.31,77.29,,10.9,0.4,3.3,2.8,,4.1,88.72,4.2,4.68,81.36,0.74,0.01,,43.18,0.51,40.81,108.41,21.23,6.18,1.92,,1,3.88,20.64,12.57,530.06,18.69,12.12,3.59,3.69,4.84,0.24,0.7,0.37,3.93,16,,14.57,4.53,42.36,65.9,1.85,,6.61,,14.85,1.99,28.6,26.35,,1.87,,,,,263.3,2.06,1.15,,,9.28,,,4.01,3.63,0.43,1.78,6.17,5.4,7.75,,3.06,,,,,,8,21162804831.0,Electric Utilities,Utilities
FELE,8.65,53.15,0.1,12.6,13.2,22.8,25.2,13.1,18.1,64.03,1.77,4.53,55.56,7.71,0.17,0.3,100.87,2.65,150.06,47.27,48.39,0.64,0.16,,0.22,0.96,18.9,15.53,17.49,,,2.26,2.32,5.29,0.69,13.25,5.8,1,24.09,22,,3.62,95.52,35.21,32.56,,9.35,,12.74,3.78,25.15,23.87,1.5,2.36,,1.3,0.51,,17.72,2.72,1.19,,12.95,15.34,20.19,1.28,1.47,6.98,1.14,10.69,29,17.4,15.76,,13.83,,5.09,34.78,,,10,4266635092.0,Industrial Machinery,Producer Manufacturing
FERG,34.18,56.75,3.2,8.3,42.1,25.4,25,25.6,17.7,70.23,3.53,2.76,60.42,5.67,0.12,0.13,211.63,1.68,71.73,60.02,42.53,1.77,0.94,,0.32,1.48,17.62,15.67,22.1,15.85,14.1,1.45,1.56,5.68,0.34,7.06,4.9,1.5,19.99,,6.63,4.35,167.17,30.46,14.56,,6.33,,8.88,7.75,23.13,22.32,1.07,1.45,,1.08,0.8,,20.74,4.18,,,,17.82,21.03,1.03,3.35,17.61,0.94,11.69,39.06,24.43,35.84,,16.87,,2.63,39.05,,,10,31326669090.000004,Wholesale Distributors,Distribution Services
FFIV,12.04,66.31,1,9,,10.1,31.8,0.5,6.8,79.51,,,69.72,4.7,0.64,3.59,199.42,1.36,35.01,39.5,58.26,0.34,0.09,,,,16.8,14.3,15.64,13.41,12.42,3.74,3.92,5.95,0.56,25.07,5.99,,14.11,10.36,9.44,2.71,172.65,80.01,,,19.94,,23.34,3.86,21.42,15.11,,4.27,,,,,17.03,3.68,1.03,,,16.1,26.18,2.73,1.39,20.16,1.31,10.44,180.94,16.99,19.41,,11.68,,5.03,27.13,,,10,9398288955.0,Packaged Software,Technology Services
FHI,2.65,52.71,5.1,5.1,0.9,2.7,0.4,,8.5,63.53,3.63,,55.18,4.51,2.03,1.01,33.69,2.75,,62.82,16.88,1.12,0.44,,0.34,3.51,7.38,6.95,8.52,6.75,6.31,1.73,1.75,13.55,0.53,20.54,11.76,3.69,11.02,14.79,11.78,3.87,44.11,66.49,33.62,,15.9,,26.56,2.74,11.58,9.97,1.69,1.72,,0.59,0.68,,8.44,,0.73,,,8.16,10.22,1.97,0.67,,2.75,12.37,302.73,20.91,22.91,,19.57,,11.36,11.23,,,10,3077084711.9999995,Investment Managers,Finance
FI,31.03,67.97,3.9,1.3,,20.4,108.1,8.9,12.6,83.91,,5.69,72.78,1.66,0.02,0.02,168.33,1.06,,22.35,65.79,2.99,0.91,,,,22.19,14.19,31.63,19.03,13.85,6.25,6.16,4.51,0.3,19.46,3.97,,19.24,22.87,16.34,6,140.27,60.96,4.8,,17.45,,27.24,3.45,29.12,20.63,1.11,5.06,,1.13,1.15,,26.23,,1.09,,,18.98,26.38,0.99,1.54,,1.06,3.93,131.19,9.53,11.79,,5.17,,3.45,53.61,,,10,73793881652.0,Regional Banks,Finance
FICO,88.17,63.16,5.2,,,33.5,22,16.9,11.3,57.84,,27.61,61.73,15.78,0.46,0.07,1751.6,1.87,,20.46,90.34,2.97,,,,,63.02,61.89,81.49,46.82,45.87,22.98,27.16,1.59,,33.33,1.28,,59.66,20.91,27.4,13.27,841.08,79.35,6.92,,28.94,,42.47,,92.09,87.49,2.8,26.65,,2.54,2.32,,79.97,,3.26,,,77.24,107.54,3.5,9.03,,1.87,29.3,350.39,56.38,,,38.5,,1.27,172.57,,,10,22157721143.0,Packaged Software,Technology Services
FINV,,54.99,1.9,16.8,17,,5,,16.3,38.69,4.31,,49.99,2.99,2.07,219.77,5.5,3.59,,,63.9,0.02,,,0.18,4.31,1.02,1.02,1.01,,,0.1,0.18,98.04,0.64,17.93,21.38,4.31,4.13,12.83,13.43,7.57,5.63,82.76,,,17.08,,17.85,0.78,5.23,5,0.88,0.89,,,,,4.97,0.4,,12.5,1.46,4.97,11.26,,0.35,0.76,3.59,9.97,92.48,12.97,16.22,,17.4,,4.54,,,,8,1416023227.0,Finance/Rental/Leasing,Finance
FIS,35.15,60.86,2,,14.1,,36.8,1,,67.46,3.67,18.6,63.77,1.04,0.45,0.19,79.21,1.35,,60.35,74.88,2.78,0.66,,0.41,2.25,37.11,12.84,16.32,19.73,12.79,5.12,5.22,2.69,0.49,31.98,7.37,2.05,15.95,5.63,73.98,4.09,80.49,38.24,3.15,,7.73,,16.83,2.55,58.67,18.25,,4.56,,,,,14.59,,1.13,,,10.71,38.76,,1.17,,1.35,1.66,127,4.03,4.1,,2.86,,20.01,,,,8,33711288715.000008,Packaged Software,Technology Services
FIVE,,54.68,0.4,22.1,,32.4,35,,22.3,86.13,,,69.54,2.98,0.5,0.2,80.67,1.55,95.24,40.86,,3.55,1.16,,,,15.1,11.05,91.68,16.83,11.78,1.52,1.57,6.62,0.4,1.73,1.42,,16.89,21.51,,10.68,223.6,35.74,,,8.1,,10.41,2.8,15.16,15.08,0.75,1.23,,0.44,5.62,,70.89,1.37,0.37,,,10.21,23.82,0.65,1.97,2.8,0.7,8.02,13.44,12.71,20.01,,9.91,,,24.52,,,10,8854031673.0,Discount Stores,Retail Trade
FIX,71.89,60.77,0.5,23,26,23.6,31.3,28.6,23.1,74.7,0.77,25.81,65.75,4.9,0.09,0.67,344.02,1,4.44,36.1,84.37,0.46,0.2,,0.08,0.33,22.25,18.28,19.12,18.11,14.81,1.73,1.95,4.49,0.35,10.22,5.07,0.36,24.88,22.59,23.66,13.8,214.79,20.03,135.76,,7.02,,9.42,8.28,28.88,27.16,1.41,2,,0.79,0.58,,19.84,10.83,2.38,,,17.04,20.65,1.16,2.32,97.18,0.97,12.22,131.14,32.68,33.1,,15.74,,1.35,73.98,,,10,6713264024.000001,Engineering & Construction,Industrial Services
FL,4.06,70,3.1,4.7,19.7,,,,6.5,74.29,2.41,,72.75,2.07,0.2,0.1,32.59,1.68,106.99,30.56,7.2,,1.01,,0.85,2.47,,,716.59,23.94,12.76,0.71,0.71,,0.42,0.1,0.26,,21.07,9.24,21.38,1.51,30.69,27.54,7.89,,,,0.88,1.07,,34.67,,0.38,,,,,397.43,1.66,0.54,,,11.59,,,0.54,1.78,0.5,,,,,,0.88,,10.66,7.63,,,9,1724053970.9999998,Apparel/Footwear Retail,Retail Trade
FLEX,53.61,58.01,6.1,23.2,,3.9,20.4,,7.9,69.33,,6.49,62.31,2.46,0.25,0.61,31.8,1.4,103.59,80.6,49.32,2.72,0.74,,,,16.94,10.31,11.76,6.27,4.82,0.34,0.55,5.9,0.28,4.67,9.39,,13.1,14.01,14.81,3.23,16.51,6.89,4.01,,3.78,,3.22,2.54,14.26,12.87,1.14,0.54,,0.74,0.92,,11.44,1.42,2.33,,,8.21,10.51,0.92,,3.5,0.75,4.88,17.51,8.13,17.37,,9.32,,16.54,25.85,,,10,11473847448.0,Electronic Production Equipment,Electronic Technology
FLNC,,59.21,,,,,14,,18.9,72.69,,,65.25,2.51,0.35,7.23,18.32,1.34,80.69,43.16,20.74,,0.13,,,,,,19.22,10.9,10.07,0.49,0.91,,0.25,4.72,4.44,,25.37,,,28.44,16.8,12.13,,,,,,5.41,,,,1.08,,,,,19.61,,,,10.07,17.31,,,,7.02,0.92,,,,,,,,,,,,,4469846842.0,Electrical Products,Producer Manufacturing
FLNG,,53.89,0.1,7.2,167.5,58.8,71.6,,40.1,59.59,11.15,1.62,57.15,0.84,2.29,0.21,26.86,2.57,13.08,8.76,4.94,5.79,2.14,,1.14,11.15,12.44,9.37,15.46,13.14,9.75,7.56,7.75,8.04,0.31,49.83,12.53,11.15,11.15,23.99,,,30.94,59.99,1.93,,32.66,,57.36,1.76,12.1,10.21,0.2,3.93,,,,,7.9,0.89,,,,7.9,26.95,0.41,2.99,1.76,2.54,4.39,10.28,8.91,14.02,,8.7,,7.69,27.69,,,6,1578956089.9999998,Marine Shipping,Transportation
FLO,,58.57,0.2,,4.8,,,,4.9,66.92,5.18,,61.85,3.56,0.01,0.01,23.07,1.19,36.78,44.03,26.63,3.81,1,,1.33,4.04,30.31,17.17,23.43,,,,1.22,3.3,0.4,5.2,5.49,4.17,18.89,5.79,4.16,1.44,28.97,49.01,5.62,,2.51,,4.06,3.51,37.82,32.96,65.92,0.96,,,,,18.35,10.58,0.85,,,12.58,25.42,,1.5,76.9,0.75,3.74,15.05,7.3,9.27,,5.3,,3.42,23.54,,,10,4839223545.0,Food: Specialty/Candy,Consumer Non-Durables
FLR,41.61,59.08,,15.9,,33.2,66.4,10.3,0.1,65.39,,33.5,60.67,4.34,0.95,2.38,49.22,1.77,,28.55,25.94,1.6,0.53,,,,10.48,9.43,19.95,11.59,10.21,0.39,0.43,9.54,0.31,2.13,3.99,,17.39,,43.69,8.64,30.94,3.77,7.43,,2.62,,2.41,3.93,21.59,23.38,,0.51,,,,,25.91,2.13,1.5,,24.25,17.79,24.27,,3.78,4.36,1.77,5.99,142.54,16.73,21.21,,8.37,,,,,,7,5098178622.000001,Engineering & Construction,Industrial Services
FLS,31.54,52.17,,3.6,,1.2,12.2,0.5,4.8,66.61,1.85,16.76,56.1,3.69,0.37,0.35,47.93,2,103.27,61.07,74.07,3.16,0.74,,0.38,1.74,18.93,15.5,27.37,13.25,11.43,1.57,1.59,5.28,0.38,5.8,4.15,1.78,17.51,,33.29,4.63,42.8,30.25,6.15,,5.68,,9.07,3.19,24.83,22.24,,1.38,,,,,24.27,3.02,1.01,,,19.5,30.29,,1.95,9.22,1.4,5.05,28.99,10.27,13.29,,10.13,,2.39,29.05,,,10,5138076287.000001,Industrial Machinery,Producer Manufacturing
FLT,12.86,58.08,5,4.5,,22.7,15.1,17.6,22.4,63.87,,6.17,59.99,2.24,0.17,0.19,294.31,1.02,,790.96,230.62,3.59,2.67,,,,15.26,12.74,15.03,14.48,12.13,6.53,6.82,6.55,0.17,45.38,8.48,,15.58,19.31,16.74,8.48,296.59,78.37,4.67,,26.41,,44.51,7.43,21.39,16.74,1.51,5.76,,0.69,0.57,,12.59,,0.69,,,11.49,13.62,1.21,1.04,,1.02,6.47,110.1,19.78,32.31,,9.73,,7.34,28.69,,,10,20180018551.0,Miscellaneous Commercial Services,Commercial Services
FLYW,,44.11,,,,,16.4,,33.4,34.5,,,40.51,7.25,3.22,381.17,16.95,4.01,,32.02,15.8,0.09,,,,,1198.22,87.05,36.18,43.08,20.42,3.2,3.48,0.08,0.8,9.61,2.02,,941.67,,,25.47,36.99,63.49,,,,,,2.62,,,,4.71,,,,,48.7,,,5.65,4.12,42.32,,,,3.65,4.01,,8.24,0.17,,,71.41,,0.32,,,,,3787754246.0,Packaged Software,Technology Services
FMC,,60.26,1.2,15.6,8.8,,,,0.2,62.62,8.2,13.13,61.88,1.97,0.13,0.11,63.97,1.48,254.45,103.43,242.55,9.97,0.92,,0.93,3.63,48.84,27.7,28.88,16.77,12.97,2.65,2.84,2.05,0.38,9.84,5.03,3.63,19.1,,16.87,3.7,85.61,38.06,2.27,,33.97,,13.72,1.75,5.78,25.59,17.06,1.95,,,,,19.91,3.78,0.74,,,16.31,51,,1.17,12.54,1.07,11.77,7.06,2.92,34.81,,,,0.97,12,,,10,9436091594.0,Chemicals: Agricultural,Process Industries
FMS,,48.56,,6.6,,,,,3,57.77,3.83,1.92,51.77,1.13,0.18,0.09,18.99,1.46,56.71,20.99,71.71,4.23,0.84,,0.65,3.4,14.09,7.67,13.6,12.28,6.87,1.07,1.1,7.1,0.41,7.75,14.58,3.4,9.03,13.37,21.16,2.53,21.32,25.33,3.57,,2.73,,7.95,0.72,19.42,19.42,,0.52,,,,,6.66,,0.42,,,4.87,7.07,,0.36,,1.09,1.53,17.1,5.34,3.84,,3.41,,14.87,8.22,,,10,13111772653.48204,Medical/Nursing Services,Health Services
FMX,1.83,40.67,,87.4,26.9,107.1,365.2,21.7,94.4,24.61,10.3,,35.63,1.54,0.83,0.71,107.38,1.72,41.53,40.61,17.42,4.18,0.82,,2.53,1.97,44.03,44.03,84.64,54.05,33.26,4.84,4.67,2.27,0.35,1.6,0.35,1.97,20.3,21.12,42.66,41.4,276.78,40.77,2.95,,3.86,,8.52,1.16,118.26,128.44,1.71,0.65,,6.36,2.83,,68.58,1.3,0.33,,,15.96,8.56,0.67,2.2,2.28,1.44,4.02,37.13,14.89,11.28,,8.28,,,74.57,,,9,23197703312.14961,Beverages: Non-Alcoholic,Consumer Non-Durables
FN,102.29,73.07,0.6,16.9,,25.4,31.1,71.6,16.4,94.57,,25.39,82.64,13.28,1.54,172.07,273.5,3.61,66.21,57.36,71.6,0.01,,,,,28.36,24.51,24.22,,,,3.06,3.53,0.75,12.65,3.69,,28.41,21.48,12.93,11.18,155.82,12.35,2239.01,,10.27,,9.63,5.66,33.77,31.12,1.52,2.95,,0.9,0.8,,24.25,2.8,2.44,37.21,6.96,20.39,24.82,1.45,2.82,5.67,2.78,13.83,34.36,19.04,18.47,,28.68,,0.51,63.02,,,10,5473504248.0,Semiconductors,Electronic Technology
FNA,,53.44,,65.5,,,,,16.9,59.41,,,54.8,2.45,0.9,0.42,8.05,3.57,542.49,151.24,56.5,,0.75,,,,,,,,,2.92,3.12,,0.47,,,,,,18.76,18.06,21.64,73.12,,,,,,4.57,,,,2.92,,,,,,,,,32.2,,,,,6.71,1.7,,,,,,,,,,,,2,1103627636.0,Medical Specialties,Health Technology
FND,,65.92,,23.7,,18.8,20.3,9.1,21.4,80.59,,,73.65,4.05,0.12,0.08,108.67,1.17,158.25,98.37,8.25,3.51,0.83,,,,49.51,26.85,74.26,56.32,27.88,2.88,2.95,2.02,0.43,3.98,1.53,,63.59,20.22,,9.9,101.18,42.65,64.94,,4.78,,7.04,5.57,55.1,46.5,1.82,2.62,,1.38,4.11,,65.97,3.88,,,,17.2,36.05,2.07,5.94,7.11,0.27,4.51,8.34,7.44,10.86,,6.98,,0.15,58.69,,,10,9984314439.0,Home Improvement Chains,Retail Trade
FNV,,52.65,,3.3,22.8,,,,7.3,59.98,1.73,16.16,54.6,48.75,25.11,,124.36,29.12,0.45,29.57,41.1,,,,2.27,1.12,,,47.45,,,19.17,19.99,,0.95,42.4,2,1.15,37.31,21.42,49.27,8.07,120.65,64.15,,,,,61.59,4.07,,201.88,,21.36,,,,,50.33,5.97,1.03,20.83,17.34,26.99,,,2.72,4.07,29.12,,,,,,19.87,,1.13,89.47,,,9,27631039260.73561,Precious Metals,Non-Energy Minerals
FOLD,,72.04,,,,30.7,23.4,34.3,10.3,84.05,,,77.02,,1.55,0.59,12.09,2.75,491.06,147.37,61.89,,3.35,,,,,,,168.65,113.24,7.14,8.16,,0.18,,,,,,,27.96,15.24,89.88,,,,,,26.87,,,,7.9,,,,,,,,,,,,,,,2.26,,,,,,,,,,,,,3758413164.000001,Pharmaceuticals: Major,Health Technology
FOR,9.03,48.02,,14.8,,37.5,38,,13.9,57.91,,,50.82,2.08,0.92,0.5,29.88,1.07,,20.99,6.79,3.07,0.47,,,,8.04,7.93,,,,,1.23,12.44,0.57,,,,7.61,14.48,,7.88,22.12,22.76,,,12.89,,15.27,1,7.76,7.91,0.23,1,,,,,,0.59,0.51,,,,,0.32,,1,1.07,7.68,1673.69,10.58,13.77,,7.95,,0.36,25.32,,,9,1357879991.0,Real Estate Development,Finance
FORM,81.95,51.72,,6.9,,,,,,68.68,,38.15,57.79,12.59,2.57,8.21,50.81,4.46,98.8,55.3,51.25,0.31,0.05,,,,32.35,24.72,74.45,,27.16,4.57,4.96,3.09,0.82,6.66,1.2,,44.07,,39.82,10.46,36.66,40.64,67.29,,17.2,,4.01,4.14,32.57,53.48,8.91,5.66,,,,,85,3.56,2.38,26.33,9.53,47.13,58.14,,2.81,5.33,3.64,11.16,29.86,11.3,13.62,,3.63,,0.41,66.86,,,7,2437633232.0,Semiconductors,Electronic Technology
FORTY,8.1,48.18,,7.4,5.6,11.5,10.5,,10.2,49.03,1,9.83,48.39,1.84,0.5,0.82,76.06,1.33,6.99,39.72,98.24,2.6,1,,0.14,0.8,5.23,5.23,4.85,,,,0.48,19.12,0.23,9.88,22.9,1.63,,34.49,,,85.19,24.39,8.56,,2.47,,9.1,1.83,18.02,17.24,0.94,0.44,,1.49,0.14,,4.44,,0.86,,,3.96,7.52,1.1,0.39,,1.3,2.38,103.66,13.59,10.98,,9.84,,5.85,24.61,,,10,1123301875.3957,Information Technology Services,Technology Services
FOUR,22.33,63.2,,4.4,,194.5,,,35.2,61.54,,,65.32,2.22,0.3,0.12,78.92,1.35,0.67,36.62,32.06,4.09,2.55,,,,37.37,15.74,29.67,17.2,11.11,1.98,2.36,2.68,0.2,7.95,4.38,,21.66,,42.17,28.37,98.11,27.27,5.72,,3.64,,6.32,7.19,47.98,34.81,0.98,1.76,,,,,21.87,,,,,13.05,49.57,1.74,,,1.34,3.42,93.77,7.17,19.05,,7.83,,0.06,,,,2,4818462805.0,Miscellaneous Commercial Services,Commercial Services
